ID,Time,U,V,T,CLCT
41,2018-05-02 17:00:00,3.939453125,-8.765625,17.51666666666671,100.0
42,2018-05-02 18:00:00,3.1484375,-10.5546875,16.850000000000023,100.0
43,2018-05-02 19:00:00,3.78515625,-10.953125,16.350000000000023,70.3125
44,2018-05-02 20:00:00,3.689453125,-12.15625,15.850000000000023,83.8125
45,2018-05-02 21:00:00,4.6171875,-14.6640625,15.350000000000023,100.0
46,2018-05-02 22:00:00,6.94140625,-13.984375,15.016666666666708,100.0
47,2018-05-02 23:00:00,8.7421875,-13.0390625,14.683333333333337,98.6875
48,2018-05-03 00:00:00,6.66015625,-15.515625,14.350000000000023,0.58154296875
49,2018-05-03 01:00:00,6.61328125,-15.9375,13.933333333333337,0.0
50,2018-05-03 02:00:00,6.6484375,-16.171875,13.516666666666708,0.0
51,2018-05-03 03:00:00,6.00390625,-16.296875,13.100000000000023,0.0
52,2018-05-03 04:00:00,4.6796875,-16.984375,13.016666666666708,0.0
53,2018-05-03 05:00:00,3.2734375,-17.578125,12.933333333333337,0.0
54,2018-05-03 06:00:00,2.859375,-17.109375,12.850000000000023,0.03509521484375
55,2018-05-03 07:00:00,2.052734375,-15.9921875,13.850000000000023,0.0
56,2018-05-03 08:00:00,1.4990234375,-15.0859375,14.850000000000023,11.265625
57,2018-05-03 09:00:00,1.9111328125,-14.71875,15.850000000000023,5.1953125
58,2018-05-03 10:00:00,1.64453125,-14.25,16.850000000000023,0.20751953125
59,2018-05-03 11:00:00,2.24609375,-14.0859375,17.850000000000023,0.0
60,2018-05-03 12:00:00,1.826171875,-10.0859375,18.850000000000023,53.0625
61,2018-05-03 13:00:00,2.939453125,-11.7421875,18.850000000000023,100.0
62,2018-05-03 14:00:00,3.53125,-12.578125,18.850000000000023,100.0
63,2018-05-03 15:00:00,4.19921875,-13.96875,18.850000000000023,100.0
64,2018-05-03 16:00:00,4.97265625,-16.0625,17.850000000000023,100.0
65,2018-05-03 17:00:00,5.99609375,-17.71875,16.850000000000023,100.0
66,2018-05-03 18:00:00,3.134765625,-15.09375,15.850000000000023,100.0
67,2018-05-03 19:00:00,3.3984375,-15.078125,15.683333333333337,100.0
68,2018-05-03 20:00:00,3.0859375,-14.90625,15.516666666666708,100.0
69,2018-05-03 21:00:00,2.685546875,-14.390625,15.350000000000023,100.0
70,2018-05-03 22:00:00,2.755859375,-14.3515625,15.266666666666708,100.0
71,2018-05-03 23:00:00,3.2109375,-14.6953125,15.183333333333337,72.875
72,2018-05-04 00:00:00,3.82421875,-14.6640625,15.100000000000023,100.0
73,2018-05-04 01:00:00,3.21484375,-14.6171875,14.850000000000023,81.0
74,2018-05-04 02:00:00,3.220703125,-13.53125,14.600000000000023,74.375
75,2018-05-04 03:00:00,2.451171875,-12.78125,14.350000000000023,100.0
76,2018-05-04 04:00:00,2.798828125,-11.9453125,14.350000000000023,99.625
77,2018-05-04 05:00:00,2.24609375,-11.609375,14.350000000000023,100.0
78,2018-05-04 06:00:00,1.8369140625,-10.484375,14.350000000000023,100.0
79,2018-05-04 07:00:00,2.04296875,-9.1015625,15.266666666666708,99.9375
80,2018-05-04 08:00:00,2.27734375,-8.7578125,16.183333333333337,95.4375
81,2018-05-04 09:00:00,2.10546875,-6.828125,17.100000000000023,100.0
82,2018-05-04 10:00:00,3.462890625,-5.6484375,18.01666666666671,58.4375
83,2018-05-04 11:00:00,4.453125,-4.8125,18.933333333333337,100.0
84,2018-05-04 12:00:00,2.828125,-5.53125,19.850000000000023,100.0
85,2018-05-04 13:00:00,2.7109375,-6.1796875,20.183333333333337,100.0
86,2018-05-04 14:00:00,2.224609375,-6.609375,20.51666666666671,99.125
87,2018-05-04 15:00:00,1.8779296875,-6.56640625,20.850000000000023,100.0
88,2018-05-04 16:00:00,2.07421875,-6.70703125,20.26666666666671,100.0
89,2018-05-04 17:00:00,2.029296875,-4.4609375,19.683333333333337,100.0
90,2018-05-04 18:00:00,3.470703125,-2.435546875,19.100000000000023,92.5
91,2018-05-04 19:00:00,5.484375,-1.123046875,18.76666666666671,10.7890625
92,2018-05-04 20:00:00,8.2578125,-0.315673828125,18.433333333333337,9.25
93,2018-05-04 21:00:00,6.16015625,-3.900390625,18.100000000000023,69.3125
94,2018-05-04 22:00:00,3.96875,-5.296875,17.850000000000023,85.9375
95,2018-05-04 23:00:00,2.91796875,-5.875,17.600000000000023,100.0
96,2018-05-05 00:00:00,0.9677734375,-5.94140625,17.350000000000023,100.0
97,2018-05-05 01:00:00,-1.40625,-4.12109375,17.350000000000023,100.0
98,2018-05-05 02:00:00,-1.568359375,-2.888671875,17.350000000000023,100.0
99,2018-05-05 03:00:00,-1.623046875,-3.78515625,17.350000000000023,100.0
100,2018-05-05 04:00:00,-0.6416015625,-4.03125,17.100000000000023,100.0
101,2018-05-05 05:00:00,-1.2783203125,-4.9453125,16.850000000000023,34.9375
102,2018-05-05 06:00:00,-0.64111328125,-0.947265625,16.600000000000023,52.125
103,2018-05-05 07:00:00,0.328369140625,-1.59375,17.683333333333337,77.375
104,2018-05-05 08:00:00,1.0322265625,-2.15234375,18.76666666666671,42.84375
105,2018-05-05 09:00:00,1.197265625,-1.3994140625,19.850000000000023,28.0625
106,2018-05-05 10:00:00,1.796875,-0.48095703125,20.51666666666671,70.25
107,2018-05-05 11:00:00,3.62890625,0.150146484375,21.183333333333337,40.375
108,2018-05-05 12:00:00,5.41796875,1.173828125,21.850000000000023,0.189208984375
109,2018-05-05 13:00:00,7.3828125,0.3271484375,21.850000000000023,100.0
110,2018-05-05 14:00:00,7.421875,-0.6611328125,21.850000000000023,100.0
111,2018-05-05 15:00:00,6.875,-0.6337890625,21.850000000000023,100.0
112,2018-05-05 16:00:00,6.6953125,-0.56201171875,21.51666666666671,100.0
113,2018-05-05 17:00:00,6.4375,-0.310546875,21.183333333333337,86.1875
114,2018-05-05 18:00:00,3.69140625,-1.09765625,20.850000000000023,89.625
115,2018-05-05 19:00:00,2.888671875,-1.53515625,20.51666666666671,48.75
116,2018-05-05 20:00:00,1.5390625,-1.78515625,20.183333333333337,59.5625
117,2018-05-05 21:00:00,0.83837890625,-1.73046875,19.850000000000023,94.625
118,2018-05-05 22:00:00,0.97412109375,-1.9052734375,19.683333333333337,64.8125
119,2018-05-05 23:00:00,2.55078125,-3.509765625,19.51666666666671,100.0
120,2018-05-06 00:00:00,2.271484375,-3.126953125,19.350000000000023,3.591796875
121,2018-05-06 01:00:00,1.65625,-3.2421875,19.100000000000023,34.53125
122,2018-05-06 02:00:00,1.037109375,-3.5078125,18.850000000000023,60.75
123,2018-05-06 03:00:00,0.327880859375,-4.0078125,18.600000000000023,65.875
124,2018-05-06 04:00:00,-0.8623046875,-4.11328125,18.51666666666671,96.3125
125,2018-05-06 05:00:00,-1.3564453125,-4.00390625,18.433333333333337,97.75
126,2018-05-06 06:00:00,-1.744140625,-2.970703125,18.350000000000023,100.0
127,2018-05-06 07:00:00,-1.734375,0.2626953125,19.183333333333337,89.3125
128,2018-05-06 08:00:00,-1.25390625,-0.884765625,20.01666666666671,97.9375
129,2018-05-06 09:00:00,-2.11328125,-0.86181640625,20.850000000000023,92.125
130,2018-05-06 10:00:00,-1.4736328125,-0.40673828125,21.26666666666671,4.94921875
131,2018-05-06 11:00:00,-0.82763671875,0.020904541015625,21.683333333333337,47.84375
132,2018-05-06 12:00:00,1.15625,1.01171875,22.100000000000023,0.297607421875
133,2018-05-06 13:00:00,2.951171875,1.2275390625,22.01666666666671,75.9375
134,2018-05-06 14:00:00,4.41015625,1.5107421875,21.933333333333337,99.4375
135,2018-05-06 15:00:00,5.0859375,1.6923828125,21.850000000000023,100.0
136,2018-05-06 16:00:00,5.328125,1.9345703125,21.01666666666671,100.0
137,2018-05-06 17:00:00,5.265625,1.80078125,20.183333333333337,100.0
138,2018-05-06 18:00:00,1.9755859375,3.314453125,19.350000000000023,97.5625
139,2018-05-06 19:00:00,1.3271484375,4.53125,18.933333333333337,100.0
140,2018-05-06 20:00:00,1.9921875,4.46875,18.51666666666671,100.0
141,2018-05-06 21:00:00,2.955078125,3.30078125,18.100000000000023,85.0625
142,2018-05-06 22:00:00,2.1015625,1.7451171875,18.01666666666671,40.59375
143,2018-05-06 23:00:00,-0.30029296875,0.307373046875,17.933333333333337,39.53125
144,2018-05-07 00:00:00,-2.072265625,-1.8212890625,17.850000000000023,37.90625
145,2018-05-07 01:00:00,-1.3447265625,-1.833984375,17.76666666666671,37.5625
146,2018-05-07 02:00:00,-0.7255859375,-1.96875,17.683333333333337,32.46875
147,2018-05-07 03:00:00,-0.837890625,-2.201171875,17.600000000000023,18.265625
148,2018-05-07 04:00:00,-1.0078125,-2.36328125,17.600000000000023,38.59375
149,2018-05-07 05:00:00,-1.4521484375,-1.666015625,17.600000000000023,40.75
150,2018-05-07 06:00:00,-1.2744140625,-0.0640869140625,17.600000000000023,22.96875
151,2018-05-07 07:00:00,0.55322265625,1.7734375,18.350000000000023,20.328125
152,2018-05-07 08:00:00,1.3955078125,2.31640625,19.100000000000023,6.859375
153,2018-05-07 09:00:00,1.07421875,3.31640625,19.850000000000023,0.0
154,2018-05-07 10:00:00,1.703125,4.03515625,20.26666666666671,10.4609375
155,2018-05-07 11:00:00,2.65625,3.587890625,20.683333333333337,25.421875
156,2018-05-07 12:00:00,1.1142578125,5.4296875,21.100000000000023,100.0
157,2018-05-07 13:00:00,0.74560546875,6.4140625,21.100000000000023,100.0
158,2018-05-07 14:00:00,-0.1387939453125,7.09765625,21.100000000000023,100.0
159,2018-05-07 15:00:00,-1.001953125,6.5625,21.100000000000023,100.0
160,2018-05-07 16:00:00,-0.814453125,6.17578125,20.433333333333337,100.0
161,2018-05-07 17:00:00,-0.32568359375,5.5546875,19.76666666666671,100.0
162,2018-05-07 18:00:00,-0.2705078125,3.80859375,19.100000000000023,100.0
163,2018-05-07 19:00:00,0.32177734375,3.240234375,18.76666666666671,100.0
164,2018-05-07 20:00:00,1.2158203125,2.052734375,18.433333333333337,100.0
165,2018-05-07 21:00:00,0.87451171875,0.865234375,18.100000000000023,100.0
166,2018-05-07 22:00:00,-0.44091796875,-0.041412353515625,17.933333333333337,100.0
167,2018-05-07 23:00:00,-1.587890625,-0.334716796875,17.76666666666671,100.0
168,2018-05-08 00:00:00,0.59228515625,-0.11468505859375,17.600000000000023,37.0
169,2018-05-08 01:00:00,-0.0106964111328125,-0.81787109375,17.51666666666671,98.8125
170,2018-05-08 02:00:00,-1.0693359375,-1.6279296875,17.433333333333337,79.6875
171,2018-05-08 03:00:00,-1.76171875,-1.5185546875,17.350000000000023,100.0
172,2018-05-08 04:00:00,-1.3408203125,-1.4267578125,17.26666666666671,96.9375
173,2018-05-08 05:00:00,-0.481201171875,-1.9208984375,17.183333333333337,96.1875
174,2018-05-08 06:00:00,-0.2451171875,-2.28515625,17.100000000000023,100.0
175,2018-05-08 07:00:00,0.990234375,-2.03125,17.933333333333337,96.125
176,2018-05-08 08:00:00,2.55859375,-1.31640625,18.76666666666671,44.625
177,2018-05-08 09:00:00,3.494140625,-1.517578125,19.600000000000023,100.0
178,2018-05-08 10:00:00,3.923828125,-1.546875,19.850000000000023,100.0
179,2018-05-08 11:00:00,4.34765625,-1.0009765625,20.100000000000023,98.9375
180,2018-05-08 12:00:00,4.7265625,0.06982421875,20.350000000000023,40.34375
181,2018-05-08 13:00:00,5.359375,1.291015625,20.600000000000023,0.0
182,2018-05-08 14:00:00,5.9453125,1.8193359375,20.850000000000023,21.03125
183,2018-05-08 15:00:00,6.52734375,1.7451171875,21.100000000000023,0.0
184,2018-05-08 16:00:00,4.87890625,0.970703125,21.26666666666671,19.390625
185,2018-05-08 17:00:00,2.416015625,0.6728515625,21.433333333333337,21.21875
186,2018-05-08 18:00:00,2.083984375,0.576171875,21.600000000000023,45.09375
187,2018-05-08 19:00:00,2.48046875,-0.180908203125,21.100000000000023,2.51171875
188,2018-05-08 20:00:00,3.70703125,-1.3798828125,20.600000000000023,32.6875
189,2018-05-08 21:00:00,5.69921875,-2.681640625,20.100000000000023,41.21875
190,2018-05-08 22:00:00,5.5703125,-4.56640625,19.350000000000023,34.9375
191,2018-05-08 23:00:00,5.79296875,-5.14453125,18.600000000000023,37.09375
192,2018-05-09 00:00:00,4.59375,-5.47265625,17.850000000000023,98.6875
193,2018-05-09 01:00:00,5.33203125,-6.3671875,17.51666666666671,44.15625
194,2018-05-09 02:00:00,5.70703125,-6.3828125,17.183333333333337,0.0
195,2018-05-09 03:00:00,6.3515625,-6.64453125,16.850000000000023,0.0
196,2018-05-09 04:00:00,6.58203125,-5.8203125,16.600000000000023,10.46875
197,2018-05-09 05:00:00,7.1171875,-5.0078125,16.350000000000023,31.390625
198,2018-05-09 06:00:00,6.80859375,-4.55078125,16.100000000000023,99.375
199,2018-05-09 07:00:00,6.5234375,-5.23828125,17.100000000000023,77.6875
200,2018-05-09 08:00:00,5.46875,-6.34375,18.100000000000023,62.15625
201,2018-05-09 09:00:00,3.998046875,-6.25390625,19.100000000000023,55.0
202,2018-05-09 10:00:00,2.482421875,-5.8125,20.01666666666671,84.0
203,2018-05-09 11:00:00,2.048828125,-5.203125,20.933333333333337,99.875
204,2018-05-09 12:00:00,-0.9619140625,-3.0703125,21.850000000000023,100.0
205,2018-05-09 13:00:00,-0.994140625,-0.9248046875,21.850000000000023,100.0
206,2018-05-09 14:00:00,1.43359375,0.87451171875,21.850000000000023,100.0
207,2018-05-09 15:00:00,2.32421875,0.1861572265625,21.850000000000023,100.0
208,2018-05-09 16:00:00,0.7685546875,-1.2060546875,21.26666666666671,100.0
209,2018-05-09 17:00:00,0.8330078125,-0.94384765625,20.683333333333337,100.0
210,2018-05-09 18:00:00,3.900390625,-1.3359375,20.100000000000023,100.0
211,2018-05-09 19:00:00,3.513671875,-0.6025390625,20.01666666666671,100.0
212,2018-05-09 20:00:00,2.591796875,-0.662109375,19.933333333333337,100.0
213,2018-05-09 21:00:00,3.80859375,-1.7939453125,19.850000000000023,31.46875
214,2018-05-09 22:00:00,5.609375,-3.82421875,19.350000000000023,36.28125
215,2018-05-09 23:00:00,4.53515625,-5.6875,18.850000000000023,44.53125
216,2018-05-10 00:00:00,0.471923828125,-5.109375,18.350000000000023,0.74169921875
217,2018-05-10 01:00:00,1.529296875,-6.56640625,17.850000000000023,10.8125
218,2018-05-10 02:00:00,2.859375,-7.71875,17.350000000000023,5.23828125
219,2018-05-10 03:00:00,2.76171875,-8.921875,16.850000000000023,0.1556396484375
220,2018-05-10 04:00:00,3.7578125,-8.7109375,16.76666666666671,12.1328125
221,2018-05-10 05:00:00,5.2890625,-7.15234375,16.683333333333337,100.0
222,2018-05-10 06:00:00,6.54296875,-6.30078125,16.600000000000023,99.6875
223,2018-05-10 07:00:00,7.62890625,-5.578125,17.183333333333337,100.0
224,2018-05-10 08:00:00,7.87890625,-4.6796875,17.76666666666671,52.25
225,2018-05-10 09:00:00,8.5625,-4.79296875,18.350000000000023,60.0
226,2018-05-10 10:00:00,6.9453125,-6.25390625,18.850000000000023,99.75
227,2018-05-10 11:00:00,5.96484375,-8.3984375,19.350000000000023,100.0
228,2018-05-10 12:00:00,5.9921875,-8.5,19.850000000000023,99.625
229,2018-05-10 13:00:00,6.10546875,-10.4921875,20.100000000000023,98.0
230,2018-05-10 14:00:00,5.12109375,-11.53125,20.350000000000023,99.8125
231,2018-05-10 15:00:00,3.982421875,-12.1171875,20.600000000000023,97.0
232,2018-05-10 16:00:00,3.642578125,-11.9765625,19.51666666666671,82.375
233,2018-05-10 17:00:00,3.3359375,-11.84375,18.433333333333337,0.93212890625
234,2018-05-10 18:00:00,2.419921875,-12.5234375,17.350000000000023,0.59814453125
235,2018-05-10 19:00:00,2.2734375,-13.6875,16.850000000000023,0.0
236,2018-05-10 20:00:00,3.580078125,-14.4296875,16.350000000000023,0.0
237,2018-05-10 21:00:00,5.46875,-13.703125,15.850000000000023,0.0
238,2018-05-10 22:00:00,5.72265625,-13.109375,15.516666666666708,0.0
239,2018-05-10 23:00:00,5.484375,-12.5546875,15.183333333333337,0.0
240,2018-05-11 00:00:00,4.078125,-11.0546875,14.850000000000023,0.0
241,2018-05-11 01:00:00,3.81640625,-9.6328125,14.516666666666708,0.0
242,2018-05-11 02:00:00,3.25,-8.4921875,14.183333333333337,0.0
243,2018-05-11 03:00:00,3.783203125,-6.75390625,13.850000000000023,0.0
244,2018-05-11 04:00:00,4.0,-6.3203125,13.683333333333337,0.0
245,2018-05-11 05:00:00,3.666015625,-5.45703125,13.516666666666708,0.0
246,2018-05-11 06:00:00,2.986328125,-5.16015625,13.350000000000023,0.0
247,2018-05-11 07:00:00,2.75,-4.609375,14.516666666666708,0.0
248,2018-05-11 08:00:00,2.578125,-2.74609375,15.683333333333337,0.0
249,2018-05-11 09:00:00,3.2421875,-0.401123046875,16.850000000000023,0.0
250,2018-05-11 10:00:00,4.4453125,2.15234375,17.51666666666671,0.0
251,2018-05-11 11:00:00,5.2578125,3.919921875,18.183333333333337,3.869140625
252,2018-05-11 12:00:00,3.787109375,5.40234375,18.850000000000023,0.0
253,2018-05-11 13:00:00,2.513671875,5.90234375,18.76666666666671,0.0
254,2018-05-11 14:00:00,2.033203125,6.578125,18.683333333333337,0.0
255,2018-05-11 15:00:00,1.6201171875,6.46875,18.600000000000023,0.0
256,2018-05-11 16:00:00,1.15234375,5.65234375,18.183333333333337,0.0
257,2018-05-11 17:00:00,0.59814453125,4.58203125,17.76666666666671,0.0
258,2018-05-11 18:00:00,1.39453125,4.53515625,17.350000000000023,0.0
259,2018-05-11 19:00:00,0.5068359375,3.783203125,17.100000000000023,0.0
260,2018-05-11 20:00:00,-0.387939453125,2.892578125,16.850000000000023,0.0
261,2018-05-11 21:00:00,-2.029296875,1.90625,16.600000000000023,0.0
262,2018-05-11 22:00:00,-2.509765625,2.111328125,16.350000000000023,0.0
263,2018-05-11 23:00:00,-2.287109375,2.8203125,16.100000000000023,0.0
264,2018-05-12 00:00:00,-2.73828125,2.474609375,15.850000000000023,21.015625
265,2018-05-12 01:00:00,-2.94140625,2.408203125,15.766666666666708,18.203125
266,2018-05-12 02:00:00,-2.49609375,2.8203125,15.683333333333337,42.6875
267,2018-05-12 03:00:00,-3.140625,2.640625,15.600000000000023,52.1875
268,2018-05-12 04:00:00,-2.603515625,4.07421875,15.600000000000023,94.5
269,2018-05-12 05:00:00,-1.537109375,4.91796875,15.600000000000023,70.0625
270,2018-05-12 06:00:00,-3.08984375,3.779296875,15.600000000000023,100.0
271,2018-05-12 07:00:00,-4.046875,4.26171875,16.26666666666671,95.5
272,2018-05-12 08:00:00,-4.4375,5.6640625,16.933333333333337,98.3125
273,2018-05-12 09:00:00,-4.66796875,6.13671875,17.600000000000023,96.75
274,2018-05-12 10:00:00,-4.9765625,6.8359375,17.683333333333337,95.3125
275,2018-05-12 11:00:00,-4.8984375,8.515625,17.76666666666671,98.125
276,2018-05-12 12:00:00,-4.6015625,8.7265625,17.850000000000023,95.3125
277,2018-05-12 13:00:00,-4.95703125,8.75,18.100000000000023,93.0
278,2018-05-12 14:00:00,-5.515625,8.859375,18.350000000000023,91.8125
279,2018-05-12 15:00:00,-5.98046875,8.5546875,18.600000000000023,95.6875
280,2018-05-12 16:00:00,-5.70703125,7.71484375,18.100000000000023,93.1875
281,2018-05-12 17:00:00,-4.41015625,7.44921875,17.600000000000023,94.75
282,2018-05-12 18:00:00,-2.65234375,8.578125,17.100000000000023,66.8125
283,2018-05-12 19:00:00,-2.037109375,7.8828125,16.933333333333337,100.0
284,2018-05-12 20:00:00,-3.58203125,5.7734375,16.76666666666671,100.0
285,2018-05-12 21:00:00,-4.9921875,5.4609375,16.600000000000023,92.6875
286,2018-05-12 22:00:00,-3.275390625,7.8984375,15.933333333333337,96.75
287,2018-05-12 23:00:00,-2.966796875,8.078125,15.266666666666708,91.875
288,2018-05-13 00:00:00,-3.8828125,5.6640625,14.600000000000023,99.5
289,2018-05-13 01:00:00,-4.01953125,5.8359375,14.433333333333337,53.625
290,2018-05-13 02:00:00,-0.5771484375,5.2578125,14.266666666666708,100.0
291,2018-05-13 03:00:00,-0.016693115234375,2.8828125,14.100000000000023,100.0
292,2018-05-13 04:00:00,-1.1884765625,3.25390625,12.933333333333337,100.0
293,2018-05-13 05:00:00,3.6953125,1.21484375,11.766666666666708,100.0
294,2018-05-13 06:00:00,5.92578125,-3.779296875,10.600000000000023,100.0
295,2018-05-13 07:00:00,3.134765625,-8.984375,9.433333333333337,100.0
296,2018-05-13 08:00:00,4.9921875,-8.9375,8.266666666666708,100.0
297,2018-05-13 09:00:00,6.76953125,-8.3046875,7.100000000000023,100.0
298,2018-05-13 10:00:00,7.93359375,-6.76171875,7.433333333333337,100.0
299,2018-05-13 11:00:00,8.390625,-6.30078125,7.766666666666708,100.0
300,2018-05-13 12:00:00,10.15625,-5.96484375,8.100000000000023,100.0
301,2018-05-13 13:00:00,11.578125,-6.40625,8.433333333333337,100.0
302,2018-05-13 14:00:00,11.015625,-6.17578125,8.766666666666708,100.0
303,2018-05-13 15:00:00,11.5546875,-5.7109375,9.100000000000023,100.0
304,2018-05-13 16:00:00,12.8671875,-6.83203125,8.850000000000023,96.125
305,2018-05-13 17:00:00,13.9296875,-6.703125,8.600000000000023,99.4375
306,2018-05-13 18:00:00,13.84375,-7.49609375,8.350000000000023,98.125
307,2018-05-13 19:00:00,13.484375,-7.3671875,8.516666666666708,97.625
308,2018-05-13 20:00:00,12.6875,-7.37890625,8.683333333333337,89.125
309,2018-05-13 21:00:00,10.890625,-6.83203125,8.850000000000023,99.9375
310,2018-05-13 22:00:00,9.4296875,-6.0625,9.100000000000023,100.0
311,2018-05-13 23:00:00,9.1171875,-6.0703125,9.350000000000023,100.0
312,2018-05-14 00:00:00,8.5546875,-5.4453125,9.600000000000023,100.0
313,2018-05-14 01:00:00,9.4921875,-5.37109375,9.516666666666708,100.0
314,2018-05-14 02:00:00,8.8515625,-5.65234375,9.433333333333337,100.0
315,2018-05-14 03:00:00,7.8828125,-5.109375,9.350000000000023,100.0
316,2018-05-14 04:00:00,8.1640625,-4.83984375,9.516666666666708,100.0
317,2018-05-14 05:00:00,7.67578125,-4.86328125,9.683333333333337,100.0
318,2018-05-14 06:00:00,7.98828125,-4.7265625,9.850000000000023,100.0
319,2018-05-14 07:00:00,9.96875,-4.953125,9.516666666666708,100.0
320,2018-05-14 08:00:00,9.1015625,-6.125,9.183333333333337,100.0
321,2018-05-14 09:00:00,9.328125,-6.4453125,8.850000000000023,100.0
322,2018-05-14 10:00:00,10.0,-5.3984375,9.433333333333337,100.0
323,2018-05-14 11:00:00,10.328125,-5.015625,10.016666666666708,100.0
324,2018-05-14 12:00:00,10.40625,-4.640625,10.600000000000023,100.0
325,2018-05-14 13:00:00,10.4453125,-3.80078125,11.433333333333337,98.125
326,2018-05-14 14:00:00,8.96875,-2.71484375,12.266666666666708,100.0
327,2018-05-14 15:00:00,7.97265625,-1.115234375,13.100000000000023,66.4375
328,2018-05-14 16:00:00,7.85546875,0.0189971923828125,13.516666666666708,88.6875
329,2018-05-14 17:00:00,7.35546875,0.8203125,13.933333333333337,65.5
330,2018-05-14 18:00:00,3.912109375,0.2264404296875,14.350000000000023,37.65625
331,2018-05-14 19:00:00,5.9296875,-1.15234375,13.933333333333337,53.875
332,2018-05-14 20:00:00,5.76953125,-4.5703125,13.516666666666708,96.8125
333,2018-05-14 21:00:00,6.07421875,-5.03125,13.100000000000023,97.75
334,2018-05-14 22:00:00,5.85546875,-5.703125,12.683333333333337,100.0
335,2018-05-14 23:00:00,6.1328125,-5.76171875,12.266666666666708,100.0
336,2018-05-15 00:00:00,7.65625,-4.66796875,11.850000000000023,100.0
337,2018-05-15 01:00:00,7.2109375,-4.16796875,11.433333333333337,100.0
338,2018-05-15 02:00:00,6.875,-3.794921875,11.016666666666708,97.125
339,2018-05-15 03:00:00,6.72265625,-3.8984375,10.600000000000023,99.625
340,2018-05-15 04:00:00,5.609375,-4.640625,10.683333333333337,100.0
341,2018-05-15 05:00:00,4.94140625,-4.5078125,10.766666666666708,100.0
342,2018-05-15 06:00:00,6.47265625,-4.4296875,10.850000000000023,98.25
343,2018-05-15 07:00:00,7.265625,-3.966796875,12.016666666666708,100.0
344,2018-05-15 08:00:00,9.4296875,-3.24609375,13.183333333333337,99.4375
345,2018-05-15 09:00:00,10.6484375,-4.203125,14.350000000000023,100.0
346,2018-05-15 10:00:00,9.3515625,-5.33203125,15.600000000000023,98.1875
