,timestamp,air_temperature,dew_temperature,sea_level_pressure,wind_direction,wind_speed
31,2016-01-02 07:00:00,9.4,8.8,998.0,130.0,8.2
32,2016-01-02 08:00:00,9.7,8.9,997.5,140.0,7.2
33,2016-01-02 09:00:00,9.9,9.1,997.5,140.0,7.2
34,2016-01-02 10:00:00,9.8,9.4,997.5,130.0,6.2
35,2016-01-02 11:00:00,9.9,9.6,996.5,130.0,7.2
36,2016-01-02 12:00:00,10.1,9.5,996.0,130.0,8.2
37,2016-01-02 13:00:00,10.0,9.6,995.0,130.0,7.7
38,2016-01-02 14:00:00,10.0,9.8,994.5,120.0,8.2
39,2016-01-02 15:00:00,10.2,10.2,994.5,140.0,5.7
40,2016-01-02 16:00:00,11.2,11.1,994.5,190.0,5.1
41,2016-01-02 17:00:00,10.9,10.5,995.5,210.0,6.7
42,2016-01-02 18:00:00,10.9,10.3,996.0,230.0,7.2
43,2016-01-02 19:00:00,10.4,9.7,997.0,260.0,8.2
44,2016-01-02 20:00:00,10.1,9.6,998.5,270.0,6.2
45,2016-01-02 21:00:00,9.9,9.6,999.0,260.0,8.8
46,2016-01-02 22:00:00,9.9,9.0,1000.0,260.0,7.2
47,2016-01-02 23:00:00,10.0,9.2,1000.5,250.0,6.2
48,2016-01-03 00:00:00,9.7,9.2,1001.0,240.0,6.7
49,2016-01-03 01:00:00,9.3,8.5,1001.5,250.0,9.3
50,2016-01-03 02:00:00,8.5,7.2,1002.0,250.0,7.7
51,2016-01-03 03:00:00,7.7,5.7,1002.5,240.0,8.2
52,2016-01-03 04:00:00,6.8,3.9,1001.5,230.0,5.7
53,2016-01-03 05:00:00,6.3,3.3,1001.0,190.0,3.6
54,2016-01-03 06:00:00,5.2,2.5,1000.0,160.0,3.1
55,2016-01-03 07:00:00,5.8,2.9,998.5,150.0,3.6
56,2016-01-03 08:00:00,6.8,4.6,997.0,150.0,4.6
57,2016-01-03 09:00:00,7.9,6.5,995.5,140.0,4.6
58,2016-01-03 10:00:00,8.9,7.8,993.5,150.0,6.2
59,2016-01-03 11:00:00,9.2,8.2,991.5,150.0,8.2
60,2016-01-03 12:00:00,9.1,8.2,989.0,140.0,9.3
61,2016-01-03 13:00:00,8.9,8.2,987.0,150.0,8.2
62,2016-01-03 14:00:00,8.9,8.3,984.5,140.0,9.3
63,2016-01-03 15:00:00,9.6,8.5,984.5,190.0,5.1
64,2016-01-03 16:00:00,9.4,8.3,984.0,190.0,4.6
65,2016-01-03 17:00:00,8.3,7.8,984.5,190.0,3.6
66,2016-01-03 18:00:00,8.2,7.6,984.0,210.0,4.6
67,2016-01-03 19:00:00,8.1,7.5,984.0,220.0,4.6
68,2016-01-03 20:00:00,7.8,7.0,984.0,190.0,3.6
69,2016-01-03 21:00:00,7.4,6.8,984.0,200.0,3.1
70,2016-01-03 22:00:00,6.6,6.1,984.0,200.0,3.6
71,2016-01-03 23:00:00,6.5,5.9,984.0,190.0,4.1
72,2016-01-04 00:00:00,6.0,5.5,984.0,180.0,4.1
73,2016-01-04 01:00:00,6.3,5.8,983.5,180.0,3.1
74,2016-01-04 02:00:00,6.6,5.9,983.5,170.0,3.6
75,2016-01-04 03:00:00,6.1,5.5,983.5,180.0,4.1
76,2016-01-04 04:00:00,6.4,5.7,983.0,180.0,4.1
77,2016-01-04 05:00:00,5.8,5.3,983.0,170.0,2.1
78,2016-01-04 06:00:00,6.4,6.0,983.0,180.0,3.6
79,2016-01-04 07:00:00,6.7,6.0,983.0,160.0,3.6
80,2016-01-04 08:00:00,7.4,6.2,982.5,180.0,4.6
81,2016-01-04 09:00:00,7.7,6.5,983.0,160.0,4.1
82,2016-01-04 10:00:00,8.9,7.4,982.5,180.0,4.6
83,2016-01-04 11:00:00,9.7,7.5,982.5,200.0,5.1
84,2016-01-04 12:00:00,9.8,7.5,982.5,200.0,5.7
85,2016-01-04 13:00:00,10.1,8.0,982.0,190.0,5.1
86,2016-01-04 14:00:00,10.4,7.4,982.0,210.0,4.6
87,2016-01-04 15:00:00,9.8,7.2,982.0,210.0,4.1
88,2016-01-04 16:00:00,9.2,7.4,982.5,190.0,3.6
89,2016-01-04 17:00:00,8.6,7.3,982.5,170.0,3.6
90,2016-01-04 18:00:00,8.2,6.7,982.5,170.0,4.1
91,2016-01-04 19:00:00,7.7,6.2,983.0,170.0,4.6
92,2016-01-04 20:00:00,7.6,6.0,983.0,170.0,4.6
93,2016-01-04 21:00:00,7.9,6.3,983.0,160.0,4.1
94,2016-01-04 22:00:00,7.2,6.2,982.5,140.0,4.1
95,2016-01-04 23:00:00,7.7,6.7,982.5,150.0,4.6
96,2016-01-05 00:00:00,7.4,6.9,982.0,150.0,4.1
97,2016-01-05 01:00:00,8.1,6.6,982.0,170.0,5.1
98,2016-01-05 02:00:00,8.2,7.3,982.0,160.0,3.6
99,2016-01-05 03:00:00,8.3,7.4,982.0,180.0,3.6
100,2016-01-05 04:00:00,6.4,5.6,982.0,150.0,2.6
101,2016-01-05 05:00:00,6.7,6.6,982.0,140.0,2.1
102,2016-01-05 06:00:00,5.7,5.5,982.0,150.0,2.6
103,2016-01-05 07:00:00,7.1,6.9,982.5,150.0,2.6
104,2016-01-05 08:00:00,6.7,6.3,983.0,160.0,2.6
105,2016-01-05 09:00:00,6.7,6.4,983.5,180.0,1.5
106,2016-01-05 10:00:00,7.4,6.8,984.0,170.0,2.1
107,2016-01-05 11:00:00,8.7,8.3,984.5,190.0,3.1
108,2016-01-05 12:00:00,9.3,7.8,984.5,220.0,4.1
109,2016-01-05 13:00:00,9.6,7.8,984.5,210.0,3.6
110,2016-01-05 14:00:00,9.3,7.5,985.0,180.0,3.1
111,2016-01-05 15:00:00,9.4,7.7,985.0,190.0,3.1
112,2016-01-05 16:00:00,9.2,7.6,986.0,160.0,2.6
113,2016-01-05 17:00:00,8.7,7.8,986.5,130.0,1.5
114,2016-01-05 18:00:00,9.0,7.8,987.0,160.0,3.1
115,2016-01-05 19:00:00,8.7,7.8,987.5,180.0,2.1
116,2016-01-05 20:00:00,8.2,7.6,988.0,210.0,3.1
117,2016-01-05 21:00:00,7.5,6.8,988.5,200.0,1.5
118,2016-01-05 22:00:00,6.9,6.4,989.5,210.0,2.1
119,2016-01-05 23:00:00,6.5,6.2,989.5,210.0,0.5
120,2016-01-06 00:00:00,6.4,6.2,990.0,110.0,1.5
121,2016-01-06 01:00:00,6.3,6.1,990.5,110.0,1.5
122,2016-01-06 02:00:00,6.5,6.4,991.0,300.0,0.5
123,2016-01-06 03:00:00,6.4,6.3,991.5,0.0,0.0
124,2016-01-06 04:00:00,6.2,6.1,992.0,110.0,1.0
125,2016-01-06 05:00:00,5.6,5.5,992.0,70.0,1.0
126,2016-01-06 06:00:00,5.6,5.5,993.0,350.0,1.0
127,2016-01-06 07:00:00,4.9,4.9,993.5,330.0,2.1
128,2016-01-06 08:00:00,5.4,5.4,994.5,320.0,1.0
129,2016-01-06 09:00:00,5.6,5.6,995.5,310.0,2.1
130,2016-01-06 10:00:00,5.0,5.0,996.0,310.0,2.1
131,2016-01-06 11:00:00,5.8,5.7,997.0,330.0,2.6
132,2016-01-06 12:00:00,6.9,6.8,996.5,310.0,1.5
133,2016-01-06 13:00:00,7.7,7.3,996.5,310.0,1.5
134,2016-01-06 14:00:00,7.9,6.8,996.5,40.0,1.0
135,2016-01-06 15:00:00,8.1,6.5,996.5,160.0,1.5
136,2016-01-06 16:00:00,7.9,6.6,997.0,180.0,2.6
137,2016-01-06 17:00:00,7.4,6.3,997.0,170.0,2.6
138,2016-01-06 18:00:00,7.1,6.2,996.0,160.0,2.6
139,2016-01-06 19:00:00,6.4,5.8,995.0,130.0,3.6
140,2016-01-06 20:00:00,5.9,5.4,994.5,140.0,3.1
141,2016-01-06 21:00:00,5.7,5.5,994.0,140.0,3.1
142,2016-01-06 22:00:00,5.6,5.4,993.5,130.0,4.6
143,2016-01-06 23:00:00,5.9,5.7,992.5,120.0,4.1
144,2016-01-07 00:00:00,6.7,6.4,991.0,130.0,4.6
145,2016-01-07 01:00:00,7.5,6.5,989.5,140.0,5.1
146,2016-01-07 02:00:00,8.0,7.1,988.5,140.0,4.6
147,2016-01-07 03:00:00,8.3,6.4,986.5,140.0,6.7
148,2016-01-07 04:00:00,7.9,6.3,984.5,150.0,8.2
149,2016-01-07 05:00:00,7.4,6.6,984.0,150.0,8.2
150,2016-01-07 06:00:00,7.6,7.0,982.0,150.0,6.7
151,2016-01-07 07:00:00,7.8,7.3,981.5,140.0,6.7
152,2016-01-07 08:00:00,8.4,8.0,980.5,160.0,4.1
153,2016-01-07 09:00:00,9.2,8.8,980.5,220.0,2.6
154,2016-01-07 10:00:00,10.2,10.1,981.0,240.0,5.7
155,2016-01-07 11:00:00,9.7,8.7,981.5,260.0,8.2
156,2016-01-07 12:00:00,8.6,6.2,984.0,280.0,10.8
157,2016-01-07 13:00:00,7.6,3.9,987.0,280.0,9.8
158,2016-01-07 14:00:00,7.9,1.9,989.5,290.0,10.8
159,2016-01-07 15:00:00,7.8,1.7,991.0,270.0,7.7
160,2016-01-07 16:00:00,7.0,1.5,992.5,270.0,6.7
161,2016-01-07 17:00:00,5.9,1.0,993.5,260.0,7.2
162,2016-01-07 18:00:00,5.3,0.8,994.5,260.0,5.7
163,2016-01-07 19:00:00,5.1,0.6,996.0,260.0,7.7
164,2016-01-07 20:00:00,4.8,0.6,997.0,250.0,6.7
165,2016-01-07 21:00:00,4.2,0.4,998.0,260.0,5.7
166,2016-01-07 22:00:00,4.5,0.6,999.0,230.0,6.2
167,2016-01-07 23:00:00,3.0,0.5,999.5,230.0,3.1
168,2016-01-08 00:00:00,3.3,0.9,1000.5,220.0,4.6
169,2016-01-08 01:00:00,3.2,1.1,1000.5,220.0,4.6
170,2016-01-08 02:00:00,2.6,1.0,1001.0,220.0,3.1
171,2016-01-08 03:00:00,2.7,1.2,1001.0,200.0,3.1
172,2016-01-08 04:00:00,1.9,0.8,1001.0,220.0,2.1
173,2016-01-08 05:00:00,2.4,1.6,1000.5,200.0,2.1
174,2016-01-08 06:00:00,1.6,0.9,1000.0,150.0,1.0
175,2016-01-08 07:00:00,4.2,2.4,1000.0,190.0,5.1
176,2016-01-08 08:00:00,4.4,2.6,1000.0,190.0,4.1
177,2016-01-08 09:00:00,5.8,4.1,1000.0,180.0,4.1
178,2016-01-08 10:00:00,6.7,4.8,1000.0,190.0,4.1
179,2016-01-08 11:00:00,7.7,5.5,999.5,190.0,4.6
180,2016-01-08 12:00:00,7.7,6.2,999.5,180.0,3.6
181,2016-01-08 13:00:00,8.9,6.9,998.5,190.0,3.6
182,2016-01-08 14:00:00,8.8,5.3,998.5,200.0,4.6
183,2016-01-08 15:00:00,8.4,5.4,998.0,190.0,4.1
184,2016-01-08 16:00:00,7.8,5.6,998.0,160.0,3.6
185,2016-01-08 17:00:00,7.8,6.5,998.0,180.0,4.6
186,2016-01-08 18:00:00,8.0,6.9,998.0,190.0,5.1
187,2016-01-08 19:00:00,7.3,6.6,998.0,190.0,3.1
188,2016-01-08 20:00:00,7.3,6.3,998.5,190.0,4.1
189,2016-01-08 21:00:00,7.4,5.9,998.0,160.0,3.6
190,2016-01-08 22:00:00,7.0,6.2,998.0,210.0,2.6
191,2016-01-08 23:00:00,7.1,6.6,997.5,180.0,2.1
192,2016-01-09 00:00:00,7.2,6.5,997.0,180.0,3.1
193,2016-01-09 01:00:00,7.5,6.8,996.5,170.0,3.1
194,2016-01-09 02:00:00,8.0,7.0,996.5,190.0,3.6
195,2016-01-09 03:00:00,7.6,6.7,996.0,170.0,4.1
196,2016-01-09 04:00:00,7.8,6.7,996.0,190.0,3.6
197,2016-01-09 05:00:00,6.6,5.8,995.0,160.0,2.6
198,2016-01-09 06:00:00,6.0,5.0,994.5,160.0,2.6
199,2016-01-09 07:00:00,7.6,7.1,994.0,140.0,4.6
200,2016-01-09 08:00:00,8.6,7.5,993.5,170.0,5.1
201,2016-01-09 09:00:00,9.0,7.7,993.5,170.0,4.6
202,2016-01-09 10:00:00,9.7,8.1,993.0,160.0,5.7
203,2016-01-09 11:00:00,10.6,8.2,992.5,170.0,5.7
204,2016-01-09 12:00:00,10.7,8.4,991.5,180.0,7.2
205,2016-01-09 13:00:00,10.4,8.3,990.5,180.0,5.7
206,2016-01-09 14:00:00,10.9,8.2,989.5,180.0,6.2
207,2016-01-09 15:00:00,10.8,7.9,988.5,170.0,6.2
208,2016-01-09 16:00:00,10.6,7.9,987.0,160.0,8.2
209,2016-01-09 17:00:00,9.9,8.8,985.5,160.0,8.8
210,2016-01-09 18:00:00,9.9,8.3,984.0,160.0,9.8
211,2016-01-09 19:00:00,9.8,8.0,983.5,160.0,7.7
212,2016-01-09 20:00:00,10.2,8.0,982.5,180.0,8.8
213,2016-01-09 21:00:00,6.9,6.0,983.5,210.0,7.7
214,2016-01-09 22:00:00,7.0,5.5,983.0,180.0,6.2
215,2016-01-09 23:00:00,6.5,5.2,982.5,170.0,5.7
216,2016-01-10 00:00:00,6.8,5.1,983.0,210.0,8.2
217,2016-01-10 01:00:00,6.2,4.3,983.0,200.0,7.2
218,2016-01-10 02:00:00,6.3,3.0,983.0,210.0,7.2
219,2016-01-10 03:00:00,5.4,3.2,983.0,190.0,4.6
220,2016-01-10 04:00:00,5.6,3.3,983.0,200.0,5.1
221,2016-01-10 05:00:00,5.5,3.1,983.5,180.0,4.1
222,2016-01-10 06:00:00,6.3,3.5,983.0,180.0,3.6
223,2016-01-10 07:00:00,6.3,3.1,984.0,210.0,6.7
224,2016-01-10 08:00:00,5.6,3.1,984.0,210.0,6.7
225,2016-01-10 09:00:00,5.6,3.6,985.0,200.0,4.6
226,2016-01-10 10:00:00,6.2,4.3,985.5,200.0,4.6
227,2016-01-10 11:00:00,7.0,4.7,986.0,190.0,3.1
228,2016-01-10 12:00:00,7.8,4.6,986.0,210.0,6.2
229,2016-01-10 13:00:00,8.7,4.3,985.5,220.0,5.7
230,2016-01-10 14:00:00,7.9,4.6,985.5,190.0,5.1
231,2016-01-10 15:00:00,7.5,4.5,985.5,180.0,3.6
232,2016-01-10 16:00:00,6.7,3.1,986.0,190.0,4.6
233,2016-01-10 17:00:00,6.1,3.5,986.0,190.0,4.6
234,2016-01-10 18:00:00,5.2,3.4,986.5,180.0,3.6
235,2016-01-10 19:00:00,5.1,3.5,987.0,170.0,5.1
236,2016-01-10 20:00:00,5.1,3.5,987.0,180.0,3.6
237,2016-01-10 21:00:00,5.4,3.7,987.0,170.0,3.1
238,2016-01-10 22:00:00,5.0,3.5,986.5,150.0,3.6
239,2016-01-10 23:00:00,6.1,4.2,986.5,160.0,4.1
240,2016-01-11 00:00:00,5.3,4.6,985.5,140.0,2.6
241,2016-01-11 01:00:00,5.7,5.2,984.5,140.0,4.1
242,2016-01-11 02:00:00,5.6,5.2,983.0,140.0,3.1
243,2016-01-11 03:00:00,6.6,6.3,982.0,140.0,4.6
244,2016-01-11 04:00:00,6.3,5.6,981.0,230.0,2.6
245,2016-01-11 05:00:00,6.1,5.0,980.0,220.0,5.7
246,2016-01-11 06:00:00,5.4,4.9,979.5,150.0,4.1
247,2016-01-11 07:00:00,5.6,5.3,979.0,160.0,3.1
248,2016-01-11 08:00:00,5.8,4.8,978.5,190.0,3.6
249,2016-01-11 09:00:00,6.2,5.5,979.5,210.0,3.6
250,2016-01-11 10:00:00,6.0,5.5,980.0,270.0,3.1
251,2016-01-11 11:00:00,6.1,5.5,980.5,260.0,3.6
252,2016-01-11 12:00:00,6.7,5.3,981.0,250.0,4.6
253,2016-01-11 13:00:00,6.7,5.2,981.0,260.0,4.6
254,2016-01-11 14:00:00,6.8,4.8,981.5,270.0,3.1
255,2016-01-11 15:00:00,7.1,5.1,982.5,280.0,3.1
256,2016-01-11 16:00:00,6.4,5.1,983.0,260.0,4.6
257,2016-01-11 17:00:00,6.2,5.3,984.0,260.0,5.1
258,2016-01-11 18:00:00,5.8,4.8,985.0,270.0,3.6
259,2016-01-11 19:00:00,6.1,5.1,986.0,260.0,5.1
260,2016-01-11 20:00:00,5.7,4.7,986.5,260.0,4.6
261,2016-01-11 21:00:00,4.8,3.9,987.5,270.0,3.6
262,2016-01-11 22:00:00,4.4,3.5,988.5,260.0,5.1
263,2016-01-11 23:00:00,4.6,3.7,989.5,270.0,4.1
264,2016-01-12 00:00:00,3.2,2.6,990.5,260.0,4.1
265,2016-01-12 01:00:00,4.0,3.6,991.5,260.0,4.6
266,2016-01-12 02:00:00,4.4,3.5,992.5,260.0,6.2
267,2016-01-12 03:00:00,4.2,3.3,993.0,260.0,5.1
268,2016-01-12 04:00:00,4.7,3.5,993.5,260.0,7.2
269,2016-01-12 05:00:00,5.0,3.0,994.0,260.0,6.7
270,2016-01-12 06:00:00,5.0,2.0,994.5,250.0,6.2
271,2016-01-12 07:00:00,4.4,2.7,995.0,250.0,6.2
272,2016-01-12 08:00:00,4.3,2.5,995.0,250.0,7.2
273,2016-01-12 09:00:00,4.6,2.2,996.0,250.0,6.2
274,2016-01-12 10:00:00,5.7,2.5,996.5,240.0,6.2
275,2016-01-12 11:00:00,6.3,2.5,997.0,250.0,8.8
276,2016-01-12 12:00:00,6.4,2.9,997.0,260.0,7.7
277,2016-01-12 13:00:00,6.9,3.4,997.0,260.0,7.7
278,2016-01-12 14:00:00,7.2,3.3,997.5,270.0,8.8
279,2016-01-12 15:00:00,6.6,4.1,998.5,270.0,6.2
280,2016-01-12 16:00:00,5.6,3.5,999.5,260.0,6.7
281,2016-01-12 17:00:00,5.8,3.2,1000.5,270.0,6.7
282,2016-01-12 18:00:00,5.8,3.3,1001.5,260.0,7.2
283,2016-01-12 19:00:00,6.1,2.8,1002.0,280.0,8.2
284,2016-01-12 20:00:00,6.3,2.8,1003.5,290.0,8.8
285,2016-01-12 21:00:00,6.0,2.9,1005.0,290.0,7.2
286,2016-01-12 22:00:00,5.5,2.7,1007.0,290.0,6.7
287,2016-01-12 23:00:00,5.3,3.2,1008.0,290.0,7.2
288,2016-01-13 00:00:00,5.0,3.4,1009.5,300.0,7.7
289,2016-01-13 01:00:00,5.2,3.4,1010.5,280.0,5.1
290,2016-01-13 02:00:00,5.3,2.5,1011.5,280.0,5.1
291,2016-01-13 03:00:00,4.9,1.8,1012.0,290.0,5.1
292,2016-01-13 04:00:00,3.7,1.0,1013.0,270.0,4.6
293,2016-01-13 05:00:00,2.6,0.5,1014.0,260.0,4.6
294,2016-01-13 06:00:00,2.4,0.3,1015.0,270.0,3.6
295,2016-01-13 07:00:00,2.5,0.7,1015.5,270.0,5.1
296,2016-01-13 08:00:00,2.3,0.6,1015.5,260.0,5.7
297,2016-01-13 09:00:00,2.8,0.7,1016.0,260.0,4.6
298,2016-01-13 10:00:00,4.4,1.4,1016.5,270.0,5.1
299,2016-01-13 11:00:00,4.8,1.5,1016.5,270.0,5.1
300,2016-01-13 12:00:00,5.4,1.4,1016.5,260.0,5.7
301,2016-01-13 13:00:00,6.1,0.2,1016.0,240.0,5.1
302,2016-01-13 14:00:00,6.8,1.1,1015.0,220.0,4.6
303,2016-01-13 15:00:00,6.4,0.9,1014.5,210.0,4.6
304,2016-01-13 16:00:00,6.1,1.0,1014.0,170.0,3.1
305,2016-01-13 17:00:00,6.0,1.1,1013.0,170.0,4.1
306,2016-01-13 18:00:00,5.4,1.9,1012.5,170.0,4.1
307,2016-01-13 19:00:00,5.6,2.8,1011.5,180.0,4.6
308,2016-01-13 20:00:00,5.6,3.1,1010.5,190.0,5.1
309,2016-01-13 21:00:00,4.9,3.5,1010.0,200.0,8.8
310,2016-01-13 22:00:00,4.8,3.7,1008.5,180.0,5.1
311,2016-01-13 23:00:00,5.0,3.8,1007.5,180.0,4.6
312,2016-01-14 00:00:00,4.9,4.1,1006.5,180.0,4.1
313,2016-01-14 01:00:00,4.9,4.4,1005.5,210.0,5.1
314,2016-01-14 02:00:00,4.4,3.2,1005.0,260.0,5.1
315,2016-01-14 03:00:00,3.6,2.7,1004.5,240.0,4.6
316,2016-01-14 04:00:00,2.6,1.8,1004.5,260.0,5.1
317,2016-01-14 05:00:00,2.9,1.7,1004.0,250.0,6.7
318,2016-01-14 06:00:00,2.3,1.2,1004.0,260.0,5.1
319,2016-01-14 07:00:00,2.3,0.7,1004.0,260.0,4.6
320,2016-01-14 08:00:00,2.5,0.7,1003.5,240.0,6.2
321,2016-01-14 09:00:00,3.2,1.1,1004.0,250.0,6.2
322,2016-01-14 10:00:00,3.3,1.4,1004.0,270.0,5.7
323,2016-01-14 11:00:00,4.6,1.2,1005.0,280.0,6.7
324,2016-01-14 12:00:00,4.6,1.4,1005.0,280.0,6.2
325,2016-01-14 13:00:00,4.9,0.9,1005.5,290.0,7.2
326,2016-01-14 14:00:00,5.2,0.8,1006.5,300.0,7.2
327,2016-01-14 15:00:00,5.0,-0.2,1007.5,290.0,7.7
328,2016-01-14 16:00:00,4.8,-2.2,1008.5,300.0,8.8
329,2016-01-14 17:00:00,3.8,-3.3,1009.5,300.0,6.7
330,2016-01-14 18:00:00,3.6,-3.4,1010.5,300.0,7.2
331,2016-01-14 19:00:00,3.5,-3.0,1011.0,300.0,8.8
332,2016-01-14 20:00:00,3.3,-3.0,1012.0,300.0,7.2
333,2016-01-14 21:00:00,3.1,-3.0,1012.5,300.0,6.7
334,2016-01-14 22:00:00,3.2,-3.0,1013.0,300.0,7.2
335,2016-01-14 23:00:00,2.6,-2.4,1014.0,290.0,5.1
336,2016-01-15 00:00:00,2.1,-1.6,1014.5,290.0,5.7
337,2016-01-15 01:00:00,2.0,-1.0,1015.0,280.0,4.1
338,2016-01-15 02:00:00,1.6,-1.3,1015.5,280.0,4.1
339,2016-01-15 03:00:00,2.1,-0.8,1015.5,280.0,5.7
340,2016-01-15 04:00:00,1.6,-0.7,1016.0,290.0,4.6
341,2016-01-15 05:00:00,1.5,-0.5,1016.5,280.0,3.6
342,2016-01-15 06:00:00,1.1,-0.6,1017.0,290.0,2.6
343,2016-01-15 07:00:00,1.8,-0.5,1017.5,300.0,4.6
344,2016-01-15 08:00:00,2.1,-0.6,1018.0,280.0,4.6
345,2016-01-15 09:00:00,1.8,-0.7,1018.5,290.0,3.6
346,2016-01-15 10:00:00,2.9,-0.4,1019.5,300.0,4.1
347,2016-01-15 11:00:00,4.0,-1.0,1020.0,310.0,5.1
348,2016-01-15 12:00:00,4.5,-1.9,1021.0,340.0,3.6
349,2016-01-15 13:00:00,5.6,-1.0,1021.0,310.0,5.1
350,2016-01-15 14:00:00,5.4,-0.6,1021.5,310.0,5.1
351,2016-01-15 15:00:00,5.6,-0.4,1022.0,310.0,5.7
352,2016-01-15 16:00:00,4.8,-0.5,1023.0,300.0,5.1
353,2016-01-15 17:00:00,4.0,-0.1,1023.5,290.0,5.1
354,2016-01-15 18:00:00,3.5,-0.2,1024.0,290.0,4.6
355,2016-01-15 19:00:00,2.5,0.0,1024.0,270.0,3.6
356,2016-01-15 20:00:00,2.1,-0.9,1024.0,270.0,3.6
357,2016-01-15 21:00:00,3.3,-0.6,1025.0,280.0,4.1
358,2016-01-15 22:00:00,2.8,-0.7,1025.0,300.0,3.6
359,2016-01-15 23:00:00,2.6,0.0,1026.0,290.0,2.6
360,2016-01-16 00:00:00,2.4,0.0,1026.0,280.0,3.1
361,2016-01-16 01:00:00,2.2,0.3,1027.0,290.0,3.1
362,2016-01-16 02:00:00,2.4,0.6,1027.0,290.0,3.6
363,2016-01-16 03:00:00,2.0,0.3,1027.0,290.0,3.1
364,2016-01-16 04:00:00,1.2,-0.2,1028.0,290.0,2.1
365,2016-01-16 05:00:00,0.7,-0.7,1028.0,280.0,2.1
366,2016-01-16 06:00:00,0.4,-1.0,1028.0,290.0,2.6
367,2016-01-16 07:00:00,0.0,-1.4,1029.0,290.0,2.6
368,2016-01-16 08:00:00,-1.1,-2.2,1029.0,270.0,2.1
369,2016-01-16 09:00:00,-1.1,-2.1,1030.0,270.0,3.1
370,2016-01-16 10:00:00,1.3,-1.4,1030.0,290.0,2.1
371,2016-01-16 11:00:00,3.1,-0.8,1030.0,250.0,1.5
372,2016-01-16 12:00:00,4.1,-0.5,1030.0,280.0,1.5
373,2016-01-16 13:00:00,4.3,-0.6,1030.0,280.0,2.6
374,2016-01-16 14:00:00,4.9,-0.6,1029.0,280.0,2.6
375,2016-01-16 15:00:00,4.8,-0.2,1029.0,270.0,3.1
376,2016-01-16 16:00:00,3.9,-0.4,1029.0,270.0,3.1
377,2016-01-16 17:00:00,3.3,-0.5,1029.0,290.0,2.6
378,2016-01-16 18:00:00,2.7,-0.2,1029.0,280.0,1.5
379,2016-01-16 19:00:00,2.8,0.0,1029.0,270.0,2.1
380,2016-01-16 20:00:00,2.9,-0.1,1029.0,270.0,1.5
381,2016-01-16 21:00:00,3.1,-0.4,1029.0,270.0,2.1
382,2016-01-16 22:00:00,2.9,-0.2,1029.0,300.0,1.0
383,2016-01-16 23:00:00,2.1,0.5,1029.0,350.0,1.0
384,2016-01-17 00:00:00,2.0,0.9,1029.0,60.0,1.5
385,2016-01-17 01:00:00,1.6,1.0,1028.0,90.0,2.6
386,2016-01-17 02:00:00,1.6,1.3,1028.0,120.0,3.6
387,2016-01-17 03:00:00,0.9,0.5,1028.0,110.0,3.1
388,2016-01-17 04:00:00,0.4,0.0,1027.0,90.0,3.1
389,2016-01-17 05:00:00,0.3,0.0,1027.0,100.0,2.6
390,2016-01-17 06:00:00,0.3,0.1,1027.0,90.0,3.1
