ID,Time,U,V,T,CLCT,w_vel,w_dir
23,2018-05-01 23:00:00,0.89404296875,-6.203125,11.516666666666708,82.5,6.26722207964552,351.7985612523237
24,2018-05-02 00:00:00,2.341796875,-6.1015625,10.850000000000023,92.125,6.535524274697939,339.00305713832967
25,2018-05-02 01:00:00,1.9541015625,-6.51953125,10.683333333333337,100.0,6.806085558989947,343.3149295082957
26,2018-05-02 02:00:00,2.1796875,-7.09375,10.516666666666708,100.0,7.42107314747377,342.91944431912594
27,2018-05-02 03:00:00,2.94921875,-7.58984375,10.350000000000023,100.0,8.142703444481176,338.76514946589043
28,2018-05-02 04:00:00,3.5234375,-8.34375,10.183333333333337,100.0,9.057194702495153,337.10641302018286
29,2018-05-02 05:00:00,3.404296875,-8.5078125,10.016666666666708,40.59375,9.16362978018487,338.19178740521266
30,2018-05-02 06:00:00,2.51171875,-6.75390625,9.850000000000023,91.375,7.205829633906885,339.60027179115843
31,2018-05-02 07:00:00,1.9521484375,-7.5390625,11.183333333333337,100.0,7.7877048545088,345.482803226956
32,2018-05-02 08:00:00,1.7734375,-7.7421875,12.516666666666708,53.875,7.942704064206503,347.09831346788553
33,2018-05-02 09:00:00,1.533203125,-7.484375,13.850000000000023,99.5625,7.639802416498398,348.42290939723074
34,2018-05-02 10:00:00,1.8017578125,-7.41015625,14.850000000000023,99.75,7.626057098154908,346.33389525158213
35,2018-05-02 11:00:00,2.5234375,-7.14453125,15.850000000000023,97.5625,7.577074870860971,340.54685738412303
36,2018-05-02 12:00:00,2.3203125,-6.015625,16.850000000000023,10.4765625,6.447603759404051,338.9076604941725
37,2018-05-02 13:00:00,3.216796875,-6.07421875,17.51666666666671,73.875,6.873420950142755,332.09511131268346
38,2018-05-02 14:00:00,3.775390625,-6.90625,18.183333333333337,97.75,7.870823554993333,331.3362092281725
39,2018-05-02 15:00:00,3.697265625,-7.6953125,18.850000000000023,93.5,8.537423942528735,334.3377237991797
40,2018-05-02 16:00:00,4.01953125,-8.0078125,18.183333333333337,99.875,8.960005162101348,333.34558133132646
41,2018-05-02 17:00:00,3.939453125,-8.765625,17.51666666666671,100.0,9.610175470026407,335.79986377737333
42,2018-05-02 18:00:00,3.1484375,-10.5546875,16.850000000000023,100.0,11.014267425210925,343.3902864308767
43,2018-05-02 19:00:00,3.78515625,-10.953125,16.350000000000023,70.3125,11.588716715087097,340.9359894393573
44,2018-05-02 20:00:00,3.689453125,-12.15625,15.850000000000023,83.8125,12.703797795307995,343.11682131115236
45,2018-05-02 21:00:00,4.6171875,-14.6640625,15.350000000000023,100.0,15.373781233452702,342.52265423530775
46,2018-05-02 22:00:00,6.94140625,-13.984375,15.016666666666708,100.0,15.612362565229008,333.60163630916674
47,2018-05-02 23:00:00,8.7421875,-13.0390625,14.683333333333337,98.6875,15.698502895628694,326.1596747355662
48,2018-05-03 00:00:00,6.66015625,-15.515625,14.350000000000023,0.58154296875,16.884676497198253,336.7683398399511
49,2018-05-03 01:00:00,6.61328125,-15.9375,13.933333333333337,0.0,17.255126633600856,337.4639459713569
50,2018-05-03 02:00:00,6.6484375,-16.171875,13.516666666666708,0.0,17.48517263875399,337.65189165209057
51,2018-05-03 03:00:00,6.00390625,-16.296875,13.100000000000023,0.0,17.367643047472335,339.7757769976756
52,2018-05-03 04:00:00,4.6796875,-16.984375,13.016666666666708,0.0,17.617277577375038,344.5955752202416
53,2018-05-03 05:00:00,3.2734375,-17.578125,12.933333333333337,0.0,17.880320790803257,349.4510859139128
54,2018-05-03 06:00:00,2.859375,-17.109375,12.850000000000023,0.03509521484375,17.34666360662044,350.5122243154111
55,2018-05-03 07:00:00,2.052734375,-15.9921875,13.850000000000023,0.0,16.123392305884728,352.68559103471927
56,2018-05-03 08:00:00,1.4990234375,-15.0859375,14.850000000000023,11.265625,15.160230259467715,354.32539689970054
57,2018-05-03 09:00:00,1.9111328125,-14.71875,15.850000000000023,5.1953125,14.842305420301598,352.6019104228121
58,2018-05-03 10:00:00,1.64453125,-14.25,16.850000000000023,0.20751953125,14.344580266854328,353.41686306132675
59,2018-05-03 11:00:00,2.24609375,-14.0859375,17.850000000000023,0.0,14.263890506719942,350.94009076909924
60,2018-05-03 12:00:00,1.826171875,-10.0859375,18.850000000000023,53.0625,10.249928730042335,349.73714347700184
61,2018-05-03 13:00:00,2.939453125,-11.7421875,18.850000000000023,100.0,12.104517832579228,345.94581866876473
62,2018-05-03 14:00:00,3.53125,-12.578125,18.850000000000023,100.0,13.064415604156391,344.31816094335795
63,2018-05-03 15:00:00,4.19921875,-13.96875,18.850000000000023,100.0,14.58627487307337,343.268422637483
64,2018-05-03 16:00:00,4.97265625,-16.0625,17.850000000000023,100.0,16.814613181119096,342.79843130985654
65,2018-05-03 17:00:00,5.99609375,-17.71875,16.850000000000023,100.0,18.70580770299131,341.3039812816679
66,2018-05-03 18:00:00,3.134765625,-15.09375,15.850000000000023,100.0,15.415837459774336,348.2672438806851
67,2018-05-03 19:00:00,3.3984375,-15.078125,15.683333333333337,100.0,15.456365386371766,347.29842593544987
68,2018-05-03 20:00:00,3.0859375,-14.90625,15.516666666666708,100.0,15.22232897149468,348.3036801044017
69,2018-05-03 21:00:00,2.685546875,-14.390625,15.350000000000023,100.0,14.63906588237266,349.4291818119116
70,2018-05-03 22:00:00,2.755859375,-14.3515625,15.266666666666708,100.0,14.613764302402775,349.1300909421261
71,2018-05-03 23:00:00,3.2109375,-14.6953125,15.183333333333337,72.875,15.042018784111477,347.67453964895174
72,2018-05-04 00:00:00,3.82421875,-14.6640625,15.100000000000023,100.0,15.154516754148178,345.3834752615616
73,2018-05-04 01:00:00,3.21484375,-14.6171875,14.850000000000023,81.0,14.96654237781961,347.5960866412854
74,2018-05-04 02:00:00,3.220703125,-13.53125,14.600000000000023,74.375,13.909265084176258,346.6116019097796
75,2018-05-04 03:00:00,2.451171875,-12.78125,14.350000000000023,100.0,13.014169013935966,349.14370233508293
76,2018-05-04 04:00:00,2.798828125,-11.9453125,14.350000000000023,99.625,12.268819405140304,346.81327450940785
77,2018-05-04 05:00:00,2.24609375,-11.609375,14.350000000000023,100.0,11.824657501357663,349.05013344431563
78,2018-05-04 06:00:00,1.8369140625,-10.484375,14.350000000000023,100.0,10.644076869960836,350.06236283318316
79,2018-05-04 07:00:00,2.04296875,-9.1015625,15.266666666666708,99.9375,9.328030941998575,347.3488768136395
80,2018-05-04 08:00:00,2.27734375,-8.7578125,16.183333333333337,95.4375,9.049064832391263,345.42386882006826
81,2018-05-04 09:00:00,2.10546875,-6.828125,17.100000000000023,100.0,7.145368407076822,342.862727759703
82,2018-05-04 10:00:00,3.462890625,-5.6484375,18.01666666666671,58.4375,6.625440187045623,328.48876519536896
83,2018-05-04 11:00:00,4.453125,-4.8125,18.933333333333337,100.0,6.55671247773036,317.22115129223357
84,2018-05-04 12:00:00,2.828125,-5.53125,19.850000000000023,100.0,6.212327871106369,332.91936517397846
85,2018-05-04 13:00:00,2.7109375,-6.1796875,20.183333333333337,100.0,6.748164174541288,336.31364935522737
86,2018-05-04 14:00:00,2.224609375,-6.609375,20.51666666666671,99.125,6.973716710762123,341.39759432292067
87,2018-05-04 15:00:00,1.8779296875,-6.56640625,20.850000000000023,100.0,6.8296640438042715,344.0399746235403
88,2018-05-04 16:00:00,2.07421875,-6.70703125,20.26666666666671,100.0,7.020445257341454,342.81523581259506
89,2018-05-04 17:00:00,2.029296875,-4.4609375,19.683333333333337,100.0,4.9008171957124675,335.5390373367222
90,2018-05-04 18:00:00,3.470703125,-2.435546875,19.100000000000023,92.5,4.240008108743075,305.0590479488376
91,2018-05-04 19:00:00,5.484375,-1.123046875,18.76666666666671,10.7890625,5.598178580937934,281.5725934617317
92,2018-05-04 20:00:00,8.2578125,-0.315673828125,18.433333333333337,9.25,8.263843975470456,272.1891966600752
93,2018-05-04 21:00:00,6.16015625,-3.900390625,18.100000000000023,69.3125,7.2911296828407846,302.34052805193585
94,2018-05-04 22:00:00,3.96875,-5.296875,17.850000000000023,85.9375,6.618750737724227,323.15715418383286
95,2018-05-04 23:00:00,2.91796875,-5.875,17.600000000000023,100.0,6.5597383046869,333.58753376050623
96,2018-05-05 00:00:00,0.9677734375,-5.94140625,17.350000000000023,100.0,6.0197087681938255,350.7485534252894
97,2018-05-05 01:00:00,-1.40625,-4.12109375,17.350000000000023,100.0,4.354417614192403,18.841295056231047
98,2018-05-05 02:00:00,-1.568359375,-2.888671875,17.350000000000023,100.0,3.286970692075974,28.499058138966234
99,2018-05-05 03:00:00,-1.623046875,-3.78515625,17.350000000000023,100.0,4.118457113454179,23.2092940030647
100,2018-05-05 04:00:00,-0.6416015625,-4.03125,17.100000000000023,100.0,4.081988379148383,9.043174720131631
101,2018-05-05 05:00:00,-1.2783203125,-4.9453125,16.850000000000023,34.9375,5.107858508612621,14.493218432562372
102,2018-05-05 06:00:00,-0.64111328125,-0.947265625,16.600000000000023,52.125,1.1438262121938727,34.09030385163517
103,2018-05-05 07:00:00,0.328369140625,-1.59375,17.683333333333337,77.375,1.6272262765254257,348.35794623294476
104,2018-05-05 08:00:00,1.0322265625,-2.15234375,18.76666666666671,42.84375,2.3870641580180934,334.37843538421333
105,2018-05-05 09:00:00,1.197265625,-1.3994140625,19.850000000000023,28.0625,1.8416852866680002,319.4514305067434
106,2018-05-05 10:00:00,1.796875,-0.48095703125,20.51666666666671,70.25,1.860128874979853,284.9847020439596
107,2018-05-05 11:00:00,3.62890625,0.150146484375,21.183333333333337,40.375,3.632011087270967,267.63073078205366
108,2018-05-05 12:00:00,5.41796875,1.173828125,21.850000000000023,0.189208984375,5.543668265960507,257.7755349402538
109,2018-05-05 13:00:00,7.3828125,0.3271484375,21.850000000000023,100.0,7.390057273818312,267.46275953036707
110,2018-05-05 14:00:00,7.421875,-0.6611328125,21.850000000000023,100.0,7.451263323181457,275.09041186115235
111,2018-05-05 15:00:00,6.875,-0.6337890625,21.850000000000023,100.0,6.904151908507274,275.26706755252246
112,2018-05-05 16:00:00,6.6953125,-0.56201171875,21.51666666666671,100.0,6.718859028486055,274.7982207501768
113,2018-05-05 17:00:00,6.4375,-0.310546875,21.183333333333337,86.1875,6.444986083117035,272.76182404909275
114,2018-05-05 18:00:00,3.69140625,-1.09765625,20.850000000000023,89.625,3.8511464975644754,286.56008250552213
115,2018-05-05 19:00:00,2.888671875,-1.53515625,20.51666666666671,48.75,3.27125815449195,297.9879710438078
116,2018-05-05 20:00:00,1.5390625,-1.78515625,20.183333333333337,59.5625,2.3570100160627896,319.23391478436474
117,2018-05-05 21:00:00,0.83837890625,-1.73046875,19.850000000000023,94.625,1.9228627837605856,334.15070213272
118,2018-05-05 22:00:00,0.97412109375,-1.9052734375,19.683333333333337,64.8125,2.1398548495007232,332.92041743625316
119,2018-05-05 23:00:00,2.55078125,-3.509765625,19.51666666666671,100.0,4.338771684219303,323.991589308069
120,2018-05-06 00:00:00,2.271484375,-3.126953125,19.350000000000023,3.591796875,3.8649032474069007,324.0045581253448
121,2018-05-06 01:00:00,1.65625,-3.2421875,19.100000000000023,34.53125,3.6407339710086277,332.9400839543244
122,2018-05-06 02:00:00,1.037109375,-3.5078125,18.850000000000023,60.75,3.6579153066834587,343.5293164521538
123,2018-05-06 03:00:00,0.327880859375,-4.0078125,18.600000000000023,65.875,4.021202170135287,355.32302339987825
124,2018-05-06 04:00:00,-0.8623046875,-4.11328125,18.51666666666671,96.3125,4.202695803372644,11.839974466549506
125,2018-05-06 05:00:00,-1.3564453125,-4.00390625,18.433333333333337,97.75,4.227435291591378,18.715377384113978
126,2018-05-06 06:00:00,-1.744140625,-2.970703125,18.350000000000023,100.0,3.444866263973125,30.41778060460181
127,2018-05-06 07:00:00,-1.734375,0.2626953125,19.183333333333337,89.3125,1.754156625798983,98.61278114934692
128,2018-05-06 08:00:00,-1.25390625,-0.884765625,20.01666666666671,97.9375,1.5346306053805596,54.79292001875592
129,2018-05-06 09:00:00,-2.11328125,-0.86181640625,20.850000000000023,92.125,2.282254402927778,67.81389280880501
130,2018-05-06 10:00:00,-1.4736328125,-0.40673828125,21.26666666666671,4.94921875,1.5287346713903183,74.56993044512284
131,2018-05-06 11:00:00,-0.82763671875,0.020904541015625,21.683333333333337,47.84375,0.8279006812766496,91.44687558499271
132,2018-05-06 12:00:00,1.15625,1.01171875,22.100000000000023,0.297607421875,1.5363882619968048,228.81407483429035
133,2018-05-06 13:00:00,2.951171875,1.2275390625,22.01666666666671,75.9375,3.1962896592384107,247.41514621748465
134,2018-05-06 14:00:00,4.41015625,1.5107421875,21.933333333333337,99.4375,4.661740029914404,251.09060210522307
135,2018-05-06 15:00:00,5.0859375,1.6923828125,21.850000000000023,100.0,5.360123117797917,251.59476034164578
136,2018-05-06 16:00:00,5.328125,1.9345703125,21.01666666666671,100.0,5.668463487545046,250.0447233364344
137,2018-05-06 17:00:00,5.265625,1.80078125,20.183333333333337,100.0,5.565035467180471,251.11992089139875
138,2018-05-06 18:00:00,1.9755859375,3.314453125,19.350000000000023,97.5625,3.858567002692842,210.79713443885527
139,2018-05-06 19:00:00,1.3271484375,4.53125,18.933333333333337,100.0,4.721604551173117,196.3246709061028
140,2018-05-06 20:00:00,1.9921875,4.46875,18.51666666666671,100.0,4.89270248407322,204.02751333975363
141,2018-05-06 21:00:00,2.955078125,3.30078125,18.100000000000023,85.0625,4.4303096489077465,221.83701254624333
142,2018-05-06 22:00:00,2.1015625,1.7451171875,18.01666666666671,40.59375,2.731665964116799,230.2940873242599
143,2018-05-06 23:00:00,-0.30029296875,0.307373046875,17.933333333333337,39.53125,0.42971392463580865,135.66753813761125
144,2018-05-07 00:00:00,-2.072265625,-1.8212890625,17.850000000000023,37.90625,2.7588727172051213,48.688154440043895
145,2018-05-07 01:00:00,-1.3447265625,-1.833984375,17.76666666666671,37.5625,2.274156594352554,36.249869610883295
146,2018-05-07 02:00:00,-0.7255859375,-1.96875,17.683333333333337,32.46875,2.0982019719745173,20.231444396029673
147,2018-05-07 03:00:00,-0.837890625,-2.201171875,17.600000000000023,18.265625,2.3552533457685407,20.839657845930205
148,2018-05-07 04:00:00,-1.0078125,-2.36328125,17.600000000000023,38.59375,2.569199155721061,23.095643526085126
149,2018-05-07 05:00:00,-1.4521484375,-1.666015625,17.600000000000023,40.75,2.2100550100117036,41.076368585691874
150,2018-05-07 06:00:00,-1.2744140625,-0.0640869140625,17.600000000000023,22.96875,1.2760244258053246,87.12117176337046
151,2018-05-07 07:00:00,0.55322265625,1.7734375,18.350000000000023,20.328125,1.8577233038842345,197.32527657989993
152,2018-05-07 08:00:00,1.3955078125,2.31640625,19.100000000000023,6.859375,2.7042891801335887,211.06665959885666
153,2018-05-07 09:00:00,1.07421875,3.31640625,19.850000000000023,0.0,3.4860430774576816,197.9476825022678
154,2018-05-07 10:00:00,1.703125,4.03515625,20.26666666666671,10.4609375,4.379853961896339,202.8832287097931
155,2018-05-07 11:00:00,2.65625,3.587890625,20.683333333333337,25.421875,4.464148653378703,216.51393439712413
156,2018-05-07 12:00:00,1.1142578125,5.4296875,21.100000000000023,100.0,5.542840140250622,191.59699299423298
157,2018-05-07 13:00:00,0.74560546875,6.4140625,21.100000000000023,100.0,6.457253694020094,186.63061303935308
158,2018-05-07 14:00:00,-0.1387939453125,7.09765625,21.100000000000023,100.0,7.099013171027328,178.87972964560433
159,2018-05-07 15:00:00,-1.001953125,6.5625,21.100000000000023,100.0,6.638547756452255,171.31919995923994
160,2018-05-07 16:00:00,-0.814453125,6.17578125,20.433333333333337,100.0,6.229254204210471,172.48726874173923
161,2018-05-07 17:00:00,-0.32568359375,5.5546875,19.76666666666671,100.0,5.564227082524056,176.64446355969974
162,2018-05-07 18:00:00,-0.2705078125,3.80859375,19.100000000000023,100.0,3.8181881605236008,175.9373528991577
163,2018-05-07 19:00:00,0.32177734375,3.240234375,18.76666666666671,100.0,3.2561725175245932,185.67126689503533
164,2018-05-07 20:00:00,1.2158203125,2.052734375,18.433333333333337,100.0,2.385778163743276,210.63796445605175
165,2018-05-07 21:00:00,0.87451171875,0.865234375,18.100000000000023,100.0,1.230203751381339,225.30553171262778
166,2018-05-07 22:00:00,-0.44091796875,-0.041412353515625,17.933333333333337,100.0,0.4428584855123915,84.63434735525183
167,2018-05-07 23:00:00,-1.587890625,-0.334716796875,17.76666666666671,100.0,1.622785251064709,78.09669171488368
168,2018-05-08 00:00:00,0.59228515625,-0.11468505859375,17.600000000000023,37.0,0.6032863076340609,280.95865220976776
169,2018-05-08 01:00:00,-0.0106964111328125,-0.81787109375,17.51666666666671,98.8125,0.8179410365074877,0.7492920097841136
170,2018-05-08 02:00:00,-1.0693359375,-1.6279296875,17.433333333333337,79.6875,1.94772544643049,33.299655935766395
171,2018-05-08 03:00:00,-1.76171875,-1.5185546875,17.350000000000023,100.0,2.3258678580327357,49.23953632505678
172,2018-05-08 04:00:00,-1.3408203125,-1.4267578125,17.26666666666671,96.9375,1.9579164859468299,43.22145058874122
173,2018-05-08 05:00:00,-0.481201171875,-1.9208984375,17.183333333333337,96.1875,1.9802538663019484,14.063655255214258
174,2018-05-08 06:00:00,-0.2451171875,-2.28515625,17.100000000000023,100.0,2.2982648938975623,6.122419900748582
175,2018-05-08 07:00:00,0.990234375,-2.03125,17.933333333333337,96.125,2.259765625,334.01076641616703
176,2018-05-08 08:00:00,2.55859375,-1.31640625,18.76666666666671,44.625,2.877382037995324,297.22599320660294
177,2018-05-08 09:00:00,3.494140625,-1.517578125,19.600000000000023,100.0,3.809470051431551,293.47631124996514
178,2018-05-08 10:00:00,3.923828125,-1.546875,19.850000000000023,100.0,4.217730363615723,291.51564736947523
179,2018-05-08 11:00:00,4.34765625,-1.0009765625,20.100000000000023,98.9375,4.461397645003007,282.9654758588432
180,2018-05-08 12:00:00,4.7265625,0.06982421875,20.350000000000023,40.34375,4.727078218935064,269.1536466393363
181,2018-05-08 13:00:00,5.359375,1.291015625,20.600000000000023,0.0,5.5126782723662675,256.4561030926151
182,2018-05-08 14:00:00,5.9453125,1.8193359375,20.850000000000023,21.03125,6.217453174422406,252.98526969928568
183,2018-05-08 15:00:00,6.52734375,1.7451171875,21.100000000000023,0.0,6.7566005083009,255.03177543095526
184,2018-05-08 16:00:00,4.87890625,0.970703125,21.26666666666671,19.390625,4.974534224746456,258.7474206394695
185,2018-05-08 17:00:00,2.416015625,0.6728515625,21.433333333333337,21.21875,2.5079594744339135,254.43767351097793
186,2018-05-08 18:00:00,2.083984375,0.576171875,21.600000000000023,45.09375,2.1621667153078543,254.54515034409545
187,2018-05-08 19:00:00,2.48046875,-0.180908203125,21.100000000000023,2.51171875,2.4870570957829816,274.1713714443025
188,2018-05-08 20:00:00,3.70703125,-1.3798828125,20.600000000000023,32.6875,3.9555223757058275,290.41697404821923
189,2018-05-08 21:00:00,5.69921875,-2.681640625,20.100000000000023,41.21875,6.298594351282034,295.1982867526149
190,2018-05-08 22:00:00,5.5703125,-4.56640625,19.350000000000023,34.9375,7.2028082986912345,309.344063788258
191,2018-05-08 23:00:00,5.79296875,-5.14453125,18.600000000000023,37.09375,7.747560178579004,311.60715012541255
192,2018-05-09 00:00:00,4.59375,-5.47265625,17.850000000000023,98.6875,7.145103602689331,319.98988793462365
193,2018-05-09 01:00:00,5.33203125,-6.3671875,17.51666666666671,44.15625,8.304916249495404,320.0564086278505
194,2018-05-09 02:00:00,5.70703125,-6.3828125,17.183333333333337,0.0,8.562155166699142,318.1993104585862
195,2018-05-09 03:00:00,6.3515625,-6.64453125,16.850000000000023,0.0,9.191960711601896,316.29139037336796
196,2018-05-09 04:00:00,6.58203125,-5.8203125,16.600000000000023,10.46875,8.786305991349995,311.4854612255777
197,2018-05-09 05:00:00,7.1171875,-5.0078125,16.350000000000023,31.390625,8.702444710844906,305.1310771237279
198,2018-05-09 06:00:00,6.80859375,-4.55078125,16.100000000000023,99.375,8.189417490755408,303.75828577865195
199,2018-05-09 07:00:00,6.5234375,-5.23828125,17.100000000000023,77.6875,8.366291129915801,308.76425574578735
200,2018-05-09 08:00:00,5.46875,-6.34375,18.100000000000023,62.15625,8.375583002096032,319.2363947990588
201,2018-05-09 09:00:00,3.998046875,-6.25390625,19.100000000000023,55.0,7.422649270879389,327.4097090675483
202,2018-05-09 10:00:00,2.482421875,-5.8125,20.01666666666671,84.0,6.32040937087769,336.8734796112512
203,2018-05-09 11:00:00,2.048828125,-5.203125,20.933333333333337,99.875,5.591976971645718,338.50702894675186
204,2018-05-09 12:00:00,-0.9619140625,-3.0703125,21.850000000000023,100.0,3.217467561808744,17.395521508915152
205,2018-05-09 13:00:00,-0.994140625,-0.9248046875,21.850000000000023,100.0,1.357784700273708,47.06932896323398
206,2018-05-09 14:00:00,1.43359375,0.87451171875,21.850000000000023,100.0,1.679274184363632,238.61624004070157
207,2018-05-09 15:00:00,2.32421875,0.1861572265625,21.850000000000023,100.0,2.3316619203591684,265.4206966086505
208,2018-05-09 16:00:00,0.7685546875,-1.2060546875,21.26666666666671,100.0,1.430120350501644,327.4927990538862
209,2018-05-09 17:00:00,0.8330078125,-0.94384765625,20.683333333333337,100.0,1.2588687039936506,318.5694727224221
210,2018-05-09 18:00:00,3.900390625,-1.3359375,20.100000000000023,100.0,4.122835921000755,288.907038195227
211,2018-05-09 19:00:00,3.513671875,-0.6025390625,20.01666666666671,100.0,3.564960500062293,279.73067246691784
212,2018-05-09 20:00:00,2.591796875,-0.662109375,19.933333333333337,100.0,2.675032684982121,284.33048164734066
213,2018-05-09 21:00:00,3.80859375,-1.7939453125,19.850000000000023,31.46875,4.20994372133165,295.2216379614274
214,2018-05-09 22:00:00,5.609375,-3.82421875,19.350000000000023,36.28125,6.788942254760793,304.2844007674513
215,2018-05-09 23:00:00,4.53515625,-5.6875,18.850000000000023,44.53125,7.274290237673643,321.4314881975548
216,2018-05-10 00:00:00,0.471923828125,-5.109375,18.350000000000023,0.74169921875,5.131123170435218,354.7228882709929
217,2018-05-10 01:00:00,1.529296875,-6.56640625,17.850000000000023,10.8125,6.742139124337603,346.88968458139584
218,2018-05-10 02:00:00,2.859375,-7.71875,17.350000000000023,5.23828125,8.23135025090811,339.6730857587185
219,2018-05-10 03:00:00,2.76171875,-8.921875,16.850000000000023,0.1556396484375,9.339536603586206,342.8003686672141
220,2018-05-10 04:00:00,3.7578125,-8.7109375,16.76666666666671,12.1328125,9.486916617851266,336.6651092299175
221,2018-05-10 05:00:00,5.2890625,-7.15234375,16.683333333333337,100.0,8.895515906740334,323.51757010124254
222,2018-05-10 06:00:00,6.54296875,-6.30078125,16.600000000000023,99.6875,9.0835171835489,313.9197331539484
223,2018-05-10 07:00:00,7.62890625,-5.578125,17.183333333333337,100.0,9.450697809522536,306.17362904577203
224,2018-05-10 08:00:00,7.87890625,-4.6796875,17.76666666666671,52.25,9.163876843014933,300.7082539819665
225,2018-05-10 09:00:00,8.5625,-4.79296875,18.350000000000023,60.0,9.81269360005073,299.2384781033984
226,2018-05-10 10:00:00,6.9453125,-6.25390625,18.850000000000023,99.75,9.346053129874948,312.0014523363419
227,2018-05-10 11:00:00,5.96484375,-8.3984375,19.350000000000023,100.0,10.301121948764626,324.61639027619543
228,2018-05-10 12:00:00,5.9921875,-8.5,19.850000000000023,99.625,10.399822644408713,324.8175705021839
229,2018-05-10 13:00:00,6.10546875,-10.4921875,20.100000000000023,98.0,12.139305877700867,329.8046103629397
230,2018-05-10 14:00:00,5.12109375,-11.53125,20.350000000000023,99.8125,12.617263085106416,336.05372069478744
231,2018-05-10 15:00:00,3.982421875,-12.1171875,20.600000000000023,97.0,12.754838960199958,341.8064294797173
232,2018-05-10 16:00:00,3.642578125,-11.9765625,19.51666666666671,82.375,12.518243675257914,343.0832700288711
233,2018-05-10 17:00:00,3.3359375,-11.84375,18.433333333333337,0.93212890625,12.304588293250866,344.26947475747033
234,2018-05-10 18:00:00,2.419921875,-12.5234375,17.350000000000023,0.59814453125,12.755097361349687,349.06344234674265
235,2018-05-10 19:00:00,2.2734375,-13.6875,16.850000000000023,0.0,13.87501979517169,350.56949993783485
236,2018-05-10 20:00:00,3.580078125,-14.4296875,16.350000000000023,0.0,14.867173259525826,346.0659888165313
237,2018-05-10 21:00:00,5.46875,-13.703125,15.850000000000023,0.0,14.754079480880025,338.2436609307142
238,2018-05-10 22:00:00,5.72265625,-13.109375,15.516666666666708,0.0,14.304003196528203,336.4172107492427
239,2018-05-10 23:00:00,5.484375,-12.5546875,15.183333333333337,0.0,13.700311944013583,336.40242623171775
240,2018-05-11 00:00:00,4.078125,-11.0546875,14.850000000000023,0.0,11.782920658235854,339.75075060554957
241,2018-05-11 01:00:00,3.81640625,-9.6328125,14.516666666666708,0.0,10.361275661094792,338.3871155709687
242,2018-05-11 02:00:00,3.25,-8.4921875,14.183333333333337,0.0,9.092840509717316,339.05791705528907
243,2018-05-11 03:00:00,3.783203125,-6.75390625,13.850000000000023,0.0,7.741309677231549,330.74461508066196
244,2018-05-11 04:00:00,4.0,-6.3203125,13.683333333333337,0.0,7.479729279703661,327.6710944602218
245,2018-05-11 05:00:00,3.666015625,-5.45703125,13.516666666666708,0.0,6.574105309942997,326.10692421683393
